Id,Pid,Lvl,"Method","GlobalId","Par01","Par02","Par03","Par04","Par05","Par06","Par07","Par08","Par09"
97208,100,1,"IfcPropertySetTemplate","1Ai9Cy2NLtmFpY6tl$ChrV","Pset_EnvironmentalImpactValues","Hodnoty vlivu na životní prostředí","","","","","","",""
82176,97208,1,"IfcSimplePropertyTemplate","3Yy955rrsOqjoabCs19Mo3","Duration","","","IfcDuration","P_SINGLEVALUE","","","Duration",""
103546,100,1,"IfcPropertySetTemplate","0xx1FedkQ34HF5LxH7LQGQ","CZ_Attributes","Atributy","x","Vybírá se typ odpovidající příslušnému elementu / objektu. Ostatní typy nejsou relevantní.","","","","",""
81553,103546,1,"IfcSimplePropertyTemplate","2hYDMD82MBMYIR3xm8XA1g","BeamType","This enumeration defines the different predefined types of beams that can further specify an IfcBeam or IfcBeamType.","","IfcLabel","P_ENUMERATEDVALUE","IfcBeamTypeEnum","BEAM,JOIST,HOLLOWCORE,LINTEL,SPANDREL,T_BEAM,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different predefined types of beams that can further specify an IfcBeam or IfcBeamType."
81556,103546,1,"IfcSimplePropertyTemplate","15iWfSmRrLUC7EfMIAOfBd","BuildingElementProxyType","This enumeration defines the available generic types for IfcBuildingElementProxy or IfcBuildingElementProxyType.","","IfcLabel","P_ENUMERATEDVALUE","IfcBuildingElementProxyTypeEnum","COMPLEX,ELEMENT,PARTIAL,PROVISIONFORVOID,PROVISIONFORSPACE,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the available generic types for IfcBuildingElementProxy or IfcBuildingElementProxyType."
81560,103546,1,"IfcSimplePropertyTemplate","2eWxJm28Cpca4JGb6052uI","ChimneyType","This enumeration defines the valid types of chimneys that can be predefined using the enumeration values.","","IfcLabel","P_ENUMERATEDVALUE","IfcChimneyTypeEnum","USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the valid types of chimneys that can be predefined using the enumeration values."
81564,103546,1,"IfcSimplePropertyTemplate","0RxPSFxWO3JO1lUeteldqu","ColumnType","This enumeration defines the different predefined types of columns that can further specify an IfcColumn or IfcColumnType.","","IfcLabel","P_ENUMERATEDVALUE","IfcColumnTypeEnum","COLUMN,PILASTER,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different predefined types of columns that can further specify an IfcColumn or IfcColumnType."
81568,103546,1,"IfcSimplePropertyTemplate","3rBzca7IJHT$Ba5edIdUpU","CoveringType","This enumeration defines the range of different types of covering that can further specify an IfcCovering or an IfcCoveringType.","","IfcLabel","P_ENUMERATEDVALUE","IfcCoveringTypeEnum","CEILING,FLOORING,CLADDING,ROOFING,MOLDING,SKIRTINGBOARD,INSULATION,MEMBRANE,SLEEVING,WRAPPING,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the range of different types of covering that can further specify an IfcCovering or an IfcCoveringType."
81576,103546,1,"IfcSimplePropertyTemplate","2qppFddceFausU4StMXGHI","DoorType","This enumeration defines the different predefined types of an IfcDoor or IfcDoorType object.","","IfcLabel","P_ENUMERATEDVALUE","IfcDoorTypeEnum","DOOR,GATE,TRAPDOOR,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different predefined types of an IfcDoor or IfcDoorType object."
81580,103546,1,"IfcSimplePropertyTemplate","3CZkqwRMcclS$w8jc1nf9f","OperationType","This enumeration defines the basic ways to describe how doors operate, as shown in Figure 186. It combines the partitioning of the door into a single or multiple door panels and the operation types of that panels. In the most common case of swinging doors the IfcDoorTypeOperationEnum defined the hinge side (left hing or right hung) and the opening direction (opening to the left, opening to the right). Whether the door opens inwards or outwards is determined by the local coordinate system of the IfcDoor, or IfcDoorStandardCase.","","IfcLabel","P_ENUMERATEDVALUE","IfcDoorTypeOperationEnum","SINGLE_SWING_LEFT,SINGLE_SWING_RIGHT,DOUBLE_DOOR_SINGLE_SWING,DOUBLE_SWING_LEFT,DOUBLE_SWING_RIGHT,DOUBLE_DOOR_DOUBLE_SWING,DOUBLE_DOOR_SINGLE_SWING_OPPOSITE_LEFT,DOUBLE_DOOR_SINGLE_SWING_OPPOSITE_RIGHT,SLIDING_TO_LEFT,SLIDING_TO_RIGHT,DOUBLE_DOOR_SLIDING,FOLDING_TO_LEFT,FOLDING_TO_RIGHT,DOUBLE_DOOR_FOLDING,REVOLVING,ROLLINGUP,SWING_FIXED_LEFT,SWING_FIXED_RIGHT,USERDEFINED,NOTDEFINED","OperationType","This enumeration defines the basic ways to describe how doors operate, as shown in Figure 186. It combines the partitioning of the door into a single or multiple door panels and the operation types of that panels. In the most common case of swinging doors the IfcDoorTypeOperationEnum defined the hinge side (left hing or right hung) and the opening direction (opening to the left, opening to the right). Whether the door opens inwards or outwards is determined by the local coordinate system of the IfcDoor, or IfcDoorStandardCase."
81583,103546,1,"IfcSimplePropertyTemplate","3zjdneUpe83EIHpjT2Gg_6","FootingType","Enumeration defining the generic footing type.","","IfcLabel","P_ENUMERATEDVALUE","IfcFootingTypeEnum","CAISSON_FOUNDATION,FOOTING_BEAM,PAD_FOOTING,PILE_CAP,STRIP_FOOTING,USERDEFINED,NOTDEFINED","PredefinedType","Enumeration defining the generic footing type."
81587,103546,1,"IfcSimplePropertyTemplate","1pxIfFbL4YLbpqbPXb1k0U","MemberType","This enumeration defines the different types of linear elements an IfcMember or IfcMemberType object can fulfill.","","IfcLabel","P_ENUMERATEDVALUE","IfcMemberTypeEnum","BRACE,CHORD,COLLAR,MEMBER,MULLION,PLATE,POST,PURLIN,RAFTER,STRINGER,STRUT,STUD,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different types of linear elements an IfcMember or IfcMemberType object can fulfill."
81591,103546,1,"IfcSimplePropertyTemplate","29ilXhObgzldop_0SmySFn","PileType","Enumeration defining the pile type.","","IfcLabel","P_ENUMERATEDVALUE","IfcPileTypeEnum","BORED,DRIVEN,JETGROUTING,COHESION,FRICTION,SUPPORT,USERDEFINED,NOTDEFINED","PredefinedType","Enumeration defining the pile type."
81595,103546,1,"IfcSimplePropertyTemplate","2GoDrXPxBz3N1GvA7a6_SY","PlateType","This enumeration defines the different types of planar elements an IfcPlate or IfcPlateType object can fulfill.","","IfcLabel","P_ENUMERATEDVALUE","IfcPlateTypeEnum","CURTAIN_PANEL,SHEET,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different types of planar elements an IfcPlate or IfcPlateType object can fulfill."
81599,103546,1,"IfcSimplePropertyTemplate","1JRZXD9eBtslqEllZItGFL","RailingType","This enumeration defines the different types of IfcRailing or IfcRailingType that can be predefined using the enumeration values.","","IfcLabel","P_ENUMERATEDVALUE","IfcRailingTypeEnum","HANDRAIL,GUARDRAIL,BALUSTRADE,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different types of IfcRailing or IfcRailingType that can be predefined using the enumeration values."
81603,103546,1,"IfcSimplePropertyTemplate","0vrN7Uvi_2EklzL7Y8ToDu","RampType","This enumeration defines the basic configuration of the ramp type in terms of the number and shape of ramp flights, as shown in Figure 187. The type also distinguished turns by landings. In addition the subdivision of the straight and changing direction ramps is included. The ramp configurations are given for ramps without and with one and two landings. Ramps which are subdivided into more than two landings, or ramps with non-regular shapes are to be defined with type being USERDEFINED or NOTDEFINED.","","IfcLabel","P_ENUMERATEDVALUE","IfcRampTypeEnum","STRAIGHT_RUN_RAMP,TWO_STRAIGHT_RUN_RAMP,QUARTER_TURN_RAMP,TWO_QUARTER_TURN_RAMP,HALF_TURN_RAMP,SPIRAL_RAMP,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the basic configuration of the ramp type in terms of the number and shape of ramp flights, as shown in Figure 187. The type also distinguished turns by landings. In addition the subdivision of the straight and changing direction ramps is included. The ramp configurations are given for ramps without and with one and two landings. Ramps which are subdivided into more than two landings, or ramps with non-regular shapes are to be defined with type being USERDEFINED or NOTDEFINED."
81607,103546,1,"IfcSimplePropertyTemplate","3W7yKtOkl$CxkyWkt_oR1A","RampFlightType","This enumeration defines the different types of stair flights that can further specify an IfcStairFlight or IfcStairFlightType.","","IfcLabel","P_ENUMERATEDVALUE","IfcRampFlightTypeEnum","STRAIGHT,SPIRAL,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different types of stair flights that can further specify an IfcStairFlight or IfcStairFlightType."
81611,103546,1,"IfcSimplePropertyTemplate","1SRr1s0k2A9hXww5jg3qXt","RoofType","This enumeration defines the basic configuration of the roof in terms of the different roof shapes, as illustrated in Figure 188. Roofs which are subdivided into more than these basic shapes or roofs with non-regular shapes (free form roofs) have the type FREEFORM.","","IfcLabel","P_ENUMERATEDVALUE","IfcRoofTypeEnum","FLAT_ROOF,SHED_ROOF,GABLE_ROOF,HIP_ROOF,HIPPED_GABLE_ROOF,GAMBREL_ROOF,MANSARD_ROOF,BARREL_ROOF,RAINBOW_ROOF,BUTTERFLY_ROOF,PAVILION_ROOF,DOME_ROOF,FREEFORM,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the basic configuration of the roof in terms of the different roof shapes, as illustrated in Figure 188. Roofs which are subdivided into more than these basic shapes or roofs with non-regular shapes (free form roofs) have the type FREEFORM."
81615,103546,1,"IfcSimplePropertyTemplate","0fSAsFe3Gfir$ANL8XTF_e","ShadingDeviceType","This enumeration defines the valid types of IfcShadingDevice or IfcShadingDeviceType that can be predefined using the enumeration values.","","IfcLabel","P_ENUMERATEDVALUE","IfcShadingDeviceTypeEnum","JALOUSIE,SHUTTER,AWNING,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the valid types of IfcShadingDevice or IfcShadingDeviceType that can be predefined using the enumeration values."
81619,103546,1,"IfcSimplePropertyTemplate","35bCHnDKkb$gJ$i3uGLSWI","SlabType","This enumeration defines the available predefined types of slabs that can further specify an IfcSlab or IfcSlabType.","","IfcLabel","P_ENUMERATEDVALUE","IfcSlabTypeEnum","FLOOR,ROOF,LANDING,BASESLAB,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the available predefined types of slabs that can further specify an IfcSlab or IfcSlabType."
81623,103546,1,"IfcSimplePropertyTemplate","25fyi_XO5i0cG9Os2seJo3","StairType","This enumeration defines the basic configuration of the stair type in terms of the number of stair flights and the number of landings, as illustrated in Figure 189. The type also distinguished turns by windings or by landings. In addition the subdivision of the straight and changing direction stairs is included. The stair configurations are given for stairs without and with one, two or three landings. Stairs which are subdivided into more than three landings, or stairs with non-regular shapes are to be defined with type being USERDEFINED or NOTDEFINED.","","IfcLabel","P_ENUMERATEDVALUE","IfcStairTypeEnum","STRAIGHT_RUN_STAIR,TWO_STRAIGHT_RUN_STAIR,QUARTER_WINDING_STAIR,QUARTER_TURN_STAIR,HALF_WINDING_STAIR,HALF_TURN_STAIR,TWO_QUARTER_WINDING_STAIR,TWO_QUARTER_TURN_STAIR,THREE_QUARTER_WINDING_STAIR,THREE_QUARTER_TURN_STAIR,SPIRAL_STAIR,DOUBLE_RETURN_STAIR,CURVED_RUN_STAIR,TWO_CURVED_RUN_STAIR,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the basic configuration of the stair type in terms of the number of stair flights and the number of landings, as illustrated in Figure 189. The type also distinguished turns by windings or by landings. In addition the subdivision of the straight and changing direction stairs is included. The stair configurations are given for stairs without and with one, two or three landings. Stairs which are subdivided into more than three landings, or stairs with non-regular shapes are to be defined with type being USERDEFINED or NOTDEFINED."
81627,103546,1,"IfcSimplePropertyTemplate","0rA0PGY4idGN0XAejdYkkB","StairFlightType","This enumeration defines the different types of stair flights that can further specify an IfcStairFlight or IfcStairFlightType.","","IfcLabel","P_ENUMERATEDVALUE","IfcStairFlightTypeEnum","STRAIGHT,WINDER,SPIRAL,CURVED,FREEFORM,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different types of stair flights that can further specify an IfcStairFlight or IfcStairFlightType."
81631,103546,1,"IfcSimplePropertyTemplate","02Y9KHa4e5XK1d1LIcWYqV","WallType","This enumeration defines the different types of walls that can further specify an IfcWall or IfcWallType.","","IfcLabel","P_ENUMERATEDVALUE","IfcWallTypeEnum","MOVABLE,PARAPET,PARTITIONING,PLUMBINGWALL,SHEAR,SOLIDWALL,STANDARD,POLYGONAL,ELEMENTEDWALL,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different types of walls that can further specify an IfcWall or IfcWallType."
81635,103546,1,"IfcSimplePropertyTemplate","38g4PEWrjeud14c3u2PIs_","WindowType","Identifies the predefined types of a window element from which the type required may be set.","","IfcLabel","P_ENUMERATEDVALUE","IfcWindowTypeEnum","WINDOW,SKYLIGHT,LIGHTDOME,USERDEFINED,NOTDEFINED","PredefinedType","Identifies the predefined types of a window element from which the type required may be set."
81639,103546,1,"IfcSimplePropertyTemplate","1qaaLCyqHBf7K8Qy7FRSKJ","PartitioningType","Type defining the general layout of the window type in terms of the partitioning of panels.","","IfcLabel","P_ENUMERATEDVALUE","IfcWindowTypePartitioningEnum","SINGLE_PANEL,DOUBLE_PANEL_VERTICAL,DOUBLE_PANEL_HORIZONTAL,TRIPLE_PANEL_VERTICAL,TRIPLE_PANEL_BOTTOM,TRIPLE_PANEL_TOP,TRIPLE_PANEL_LEFT,TRIPLE_PANEL_RIGHT,TRIPLE_PANEL_HORIZONTAL,USERDEFINED,NOTDEFINED","PartitioningType","Type defining the general layout of the window type in terms of the partitioning of panels."
81645,103546,1,"IfcSimplePropertyTemplate","37HAHQCmG0MGzrLyWAU_8A","OverallHeight","Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the window opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpening in which the window is inserted. NOTE The body of the window might be taller then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallHeight shall still be given as the window opening height, and not as the total height of the window lining.","","IfcPositiveLengthMeasure","P_SINGLEVALUE","","","OverallHeight","Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the window opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpening in which the window is inserted. NOTE The body of the window might be taller then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallHeight shall still be given as the window opening height, and not as the total height of the window lining."
81648,103546,1,"IfcSimplePropertyTemplate","0LtHowBW2Pl5IclXHsdQZF","OverallWidth","Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the window opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpening in which the window is inserted. NOTE The body of the window might be wider then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallWidth shall still be given as the window opening width, and not as the total width of the window lining.","","IfcPositiveLengthMeasure","P_SINGLEVALUE","","","OverallWidth","Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the window opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpening in which the window is inserted. NOTE The body of the window might be wider then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallWidth shall still be given as the window opening width, and not as the total width of the window lining."
81651,103546,1,"IfcSimplePropertyTemplate","0PbStoIlxEF2JZOhHDdicg","OverallHeight","Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpening in which the door is inserted.","","IfcPositiveLengthMeasure","P_SINGLEVALUE","","","OverallHeight","Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpening in which the door is inserted."
81654,103546,1,"IfcSimplePropertyTemplate","1gdZgArqpxXIO1zN$JsFrA","OverallWidth","Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpening in which the door is inserted.","","IfcPositiveLengthMeasure","P_SINGLEVALUE","","","OverallWidth","Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpening in which the door is inserted."
86942,103546,1,"IfcSimplePropertyTemplate","1APvKraI_kGqiGmVZ7eMru","ElevationOfRefHeight","Elevation above sea level of the reference height used for all storey elevation measures, equals to height 0.0. It is usually the ground floor level.","","IfcLengthMeasure","P_SINGLEVALUE","","","ElevationOfRefHeight","Elevation above sea level of the reference height used for all storey elevation measures, equals to height 0.0. It is usually the ground floor level."
86945,103546,1,"IfcSimplePropertyTemplate","1Wq31f11M$vBnYni7xRIn9","ElevationOfTerrain","Elevation above the minimal terrain level around the foot print of the building, given in elevation above sea level.","","IfcLengthMeasure","P_SINGLEVALUE","","","ElevationOfTerrain","Elevation above the minimal terrain level around the foot print of the building, given in elevation above sea level."
86948,103546,1,"IfcSimplePropertyTemplate","0RUndK8lZFp4x38DG8FLw$","SiteAddress","Address given to the site for postal purposes.","","IfcPostalAddress","P_REFERENCEVALUE","","","SiteAddress","Address given to the site for postal purposes."
86952,103546,1,"IfcSimplePropertyTemplate","127OsYgaYvOM1Lud24DiXe","Elevation","Elevation of the base of this storey, relative to the 0,00 internal reference height of the building. The 0.00 level is given by the absolute above sea level height by the ElevationOfRefHeight attribute given at IfcBuilding.","","IfcLengthMeasure","P_SINGLEVALUE","","","Elevation","Elevation of the base of this storey, relative to the 0,00 internal reference height of the building. The 0.00 level is given by the absolute above sea level height by the ElevationOfRefHeight attribute given at IfcBuilding."
86956,103546,1,"IfcSimplePropertyTemplate","3ij1N3HZR6iIe$Bz68LFA8","RefLatitude","World Latitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Latitudes are measured relative to the geodetic equator, north of the equator by positive values - from 0 till +90, south of the equator by negative values - from 0 till -90.","","IfcCompoundPlaneAngleMeasure","P_SINGLEVALUE","","","RefLatitude","World Latitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Latitudes are measured relative to the geodetic equator, north of the equator by positive values - from 0 till +90, south of the equator by negative values - from 0 till -90."
86958,103546,1,"IfcSimplePropertyTemplate","2ASd9D1NYP7XDChbH_zU0m","RefLongitude","World Longitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Longitudes are measured relative to the geodetic zero meridian, nominally the same as the Greenwich prime meridian: longitudes west of the zero meridian have negative values - from 0 till -180, longitudes east of the zero meridian have positive values - from 0 till -180. EXAMPLE Chicago Harbor Light has according to WGS84 a longitude -87.35.40 (or 87.35.40W) and a latitude 41.53.30 (or 41.53.30N).","","IfcCompoundPlaneAngleMeasure","P_SINGLEVALUE","","","RefLongitude","World Longitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Longitudes are measured relative to the geodetic zero meridian, nominally the same as the Greenwich prime meridian: longitudes west of the zero meridian have negative values - from 0 till -180, longitudes east of the zero meridian have positive values - from 0 till -180. EXAMPLE Chicago Harbor Light has according to WGS84 a longitude -87.35.40 (or 87.35.40W) and a latitude 41.53.30 (or 41.53.30N)."
86962,103546,1,"IfcSimplePropertyTemplate","1G8ZjFsZ_kKitp4aq02mxL","LandTitleNumber","The land title number (designation of the site within a regional system).","","IfcLabel","P_SINGLEVALUE","","","LandTitleNumber","The land title number (designation of the site within a regional system)."
86972,103546,1,"IfcSimplePropertyTemplate","3t7ZZ3SciWy4uqYyA$Yu56","ElevationWithFlooring","Level of flooring of this space; the average shall be taken, if the space ground surface is sloping or if there are level differences within this space.","","IfcLengthMeasure","P_SINGLEVALUE","","","ElevationWithFlooring","Level of flooring of this space; the average shall be taken, if the space ground surface is sloping or if there are level differences within this space."
92727,103546,1,"IfcSimplePropertyTemplate","2$2STcy$oPPVm3Mf$5KfU1","ValveType","","","IfcLabel","P_ENUMERATEDVALUE","IfcValveTypeEnum","AIRRELEASE,ANTIVACUUM,CHANGEOVER,CHECK,COMMISSIONING,DIVERTING,DRAWOFFCOCK,DOUBLECHECK,DOUBLEREGULATING,FAUCET,FLUSHING,GASCOCK,GASTAP,ISOLATING,MIXING,PRESSUREREDUCING,PRESSURERELIEF,REGULATING,SAFETYCUTOFF,STEAMTRAP,STOPCOCK,USERDEFINED,NOTDEFINED","PredefinedType",""
147484,103546,1,"IfcSimplePropertyTemplate","0e$YYd$HTmbHVnp7tVUJVE","ActuatorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcActuatorTypeEnum","ELECTRICACTUATOR,HANDOPERATEDACTUATOR,HYDRAULICACTUATOR,PNEUMATICACTUATOR,THERMOSTATICACTUATOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147487,103546,1,"IfcSimplePropertyTemplate","2SP1OUCwoNPO27a7NiKbsH","AlarmType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAlarmTypeEnum","BELL,BREAKGLASSBUTTON,LIGHT,MANUALPULLBOX,SIREN,WHISTLE,USERDEFINED,NOTDEFINED","PredefinedType",""
147490,103546,1,"IfcSimplePropertyTemplate","1_4oyYHgJZeJNep5XMFAR2","ControllerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcControllerTypeEnum","FLOATING,PROGRAMMABLE,PROPORTIONAL,MULTIPOSITION,TWOPOSITION,USERDEFINED,NOTDEFINED","PredefinedType",""
147493,103546,1,"IfcSimplePropertyTemplate","3mVsHAkVOfS4qSsyg0pcn2","FlowInstrumentType","","","IfcLabel","P_ENUMERATEDVALUE","IfcFlowInstrumentTypeEnum","PRESSUREGAUGE,THERMOMETER,AMMETER,FREQUENCYMETER,POWERFACTORMETER,PHASEANGLEMETER,VOLTMETER_PEAK,VOLTMETER_RMS,USERDEFINED,NOTDEFINED","PredefinedType",""
147496,103546,1,"IfcSimplePropertyTemplate","3ROyy4dk_YN_JJVGd186CP","ProtectiveDeviceTrippingUnitType","","","IfcLabel","P_ENUMERATEDVALUE","IfcProtectiveDeviceTrippingUnitTypeEnum","ELECTRONIC,ELECTROMAGNETIC,RESIDUALCURRENT,THERMAL,USERDEFINED,NOTDEFINED","PredefinedType",""
147499,103546,1,"IfcSimplePropertyTemplate","0j1qKLL6s32w$852vqw4zr","SensorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSensorTypeEnum","COSENSOR,CO2SENSOR,CONDUCTANCESENSOR,CONTACTSENSOR,FIRESENSOR,FLOWSENSOR,FROSTSENSOR,GASSENSOR,HEATSENSOR,HUMIDITYSENSOR,IDENTIFIERSENSOR,IONCONCENTRATIONSENSOR,LEVELSENSOR,LIGHTSENSOR,MOISTURESENSOR,MOVEMENTSENSOR,PHSENSOR,PRESSURESENSOR,RADIATIONSENSOR,RADIOACTIVITYSENSOR,SMOKESENSOR,SOUNDSENSOR,TEMPERATURESENSOR,WINDSENSOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147502,103546,1,"IfcSimplePropertyTemplate","2o$E07CyUISIYpSAS$NtkR","UnitaryControlElementType","","","IfcLabel","P_ENUMERATEDVALUE","IfcUnitaryControlElementTypeEnum","ALARMPANEL,CONTROLPANEL,GASDETECTIONPANEL,INDICATORPANEL,MIMICPANEL,HUMIDISTAT,THERMOSTAT,WEATHERSTATION,USERDEFINED,NOTDEFINED","PredefinedType",""
147505,103546,1,"IfcSimplePropertyTemplate","3KlKIIyFg4R_Z_4jqbmaP_","DistributionChamberElementType","","","IfcLabel","P_ENUMERATEDVALUE","IfcDistributionChamberElementTypeEnum","FORMEDDUCT,INSPECTIONCHAMBER,INSPECTIONPIT,MANHOLE,METERCHAMBER,SUMP,TRENCH,VALVECHAMBER,USERDEFINED,NOTDEFINED","PredefinedType",""
147508,103546,1,"IfcSimplePropertyTemplate","1iMITQT2pdgghs_eS8gFfC","AirToAirHeatRecoveryType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAirToAirHeatRecoveryTypeEnum","FIXEDPLATECOUNTERFLOWEXCHANGER,FIXEDPLATECROSSFLOWEXCHANGER,FIXEDPLATEPARALLELFLOWEXCHANGER,ROTARYWHEEL,RUNAROUNDCOILLOOP,HEATPIPE,TWINTOWERENTHALPYRECOVERYLOOPS,THERMOSIPHONSEALEDTUBEHEATEXCHANGERS,THERMOSIPHONCOILTYPEHEATEXCHANGERS,USERDEFINED,NOTDEFINED","PredefinedType",""
147511,103546,1,"IfcSimplePropertyTemplate","22rTvbnNoAReoWw$gWyc81","BoilerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcBoilerTypeEnum","WATER,STEAM,USERDEFINED,NOTDEFINED","PredefinedType",""
147514,103546,1,"IfcSimplePropertyTemplate","2bwEpwFfYQHRJ2WuqJtiFP","BurnerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcBurnerTypeEnum","USERDEFINED,NOTDEFINED","PredefinedType",""
147517,103546,1,"IfcSimplePropertyTemplate","2KsYONLmg4pmKEEpy$jJau","ChillerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcChillerTypeEnum","AIRCOOLED,WATERCOOLED,HEATRECOVERY,USERDEFINED,NOTDEFINED","PredefinedType",""
147520,103546,1,"IfcSimplePropertyTemplate","1sGuEQQcalttC0eeqv_Ouv","CoilType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCoilTypeEnum","DXCOOLINGCOIL,ELECTRICHEATINGCOIL,GASHEATINGCOIL,HYDRONICCOIL,STEAMHEATINGCOIL,WATERCOOLINGCOIL,WATERHEATINGCOIL,USERDEFINED,NOTDEFINED","PredefinedType",""
147523,103546,1,"IfcSimplePropertyTemplate","2h98_A_SzpvdaSYZpgxiFd","CondenserType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCondenserTypeEnum","DXCOOLINGCOIL,ELECTRICHEATINGCOIL,GASHEATINGCOIL,HYDRONICCOIL,STEAMHEATINGCOIL,WATERCOOLINGCOIL,WATERHEATINGCOIL,USERDEFINED,NOTDEFINED","PredefinedType",""
147526,103546,1,"IfcSimplePropertyTemplate","1ws5n_zxEaCg0o_hAehRbQ","CooledBeamType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCooledBeamTypeEnum","ACTIVE,PASSIVE,USERDEFINED,NOTDEFINED","PredefinedType",""
147529,103546,1,"IfcSimplePropertyTemplate","0SXaGJ5L439bZnhVViwcAR","CoolingTowerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCoolingTowerTypeEnum","NATURALDRAFT,MECHANICALINDUCEDDRAFT,MECHANICALFORCEDDRAFT,USERDEFINED,NOTDEFINED","PredefinedType",""
147532,103546,1,"IfcSimplePropertyTemplate","3PNDAXyy6BpROW3mSaoSa1","ElectricGeneratorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcElectricGeneratorTypeEnum","CHP,ENGINEGENERATOR,STANDALONE,USERDEFINED,NOTDEFINED","PredefinedType",""
147535,103546,1,"IfcSimplePropertyTemplate","30PuzQ2QPtHyeS2SPNAUeI","EngineType","","","IfcLabel","P_ENUMERATEDVALUE","IfcEngineTypeEnum","EXTERNALCOMBUSTION,INTERNALCOMBUSTION,USERDEFINED,NOTDEFINED","PredefinedType",""
147540,103546,1,"IfcSimplePropertyTemplate","3rCI5FLM6IO747BbaNd1T8","EvaporativeCoolerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcEvaporativeCoolerTypeEnum","DIRECTEVAPORATIVERANDOMMEDIAAIRCOOLER,DIRECTEVAPORATIVERIGIDMEDIAAIRCOOLER,DIRECTEVAPORATIVESLINGERSPACKAGEDAIRCOOLER,DIRECTEVAPORATIVEPACKAGEDROTARYAIRCOOLER,DIRECTEVAPORATIVEAIRWASHER,INDIRECTEVAPORATIVEPACKAGEAIRCOOLER,INDIRECTEVAPORATIVEWETCOIL,INDIRECTEVAPORATIVECOOLINGTOWERORCOILCOOLER,INDIRECTDIRECTCOMBINATION,USERDEFINED,NOTDEFINED","PredefinedType",""
